°üÃø¼Ò¸í:°æÆ÷´ëÇØ¼ö¿åÀå
À§µµ:37.808972
°æµµ:128.931889
°üÃø½Ã°£	À¯¼Ó(cm/s)	À¯Çâ(16points)	À¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(m)	À¯ÀÇÆÄÁÖ±â(sec)	ÃÖ´ëÆÄ°í(m)	ÃÖ´ëÆÄÁÖ±â(sec)	Ç³¼Ó(m/s)		Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	½ÃÁ¤(m)	ÆÄÇâ(deg)	
2022/04/01 05:50:00	14.5	³²	172	9.35	0.81	5.4	1.34	6.0	4.7	ºÏ¼­	316	5.7	1030.4	-	57	
2022/04/01 05:55:00	9.9	³²	180	9.37	0.85	5.8	1.09	6.0	5.6	ºÏ¼­	326	5.9	1030.4	-	41	
2022/04/01 06:00:00	10.7	³²	173	9.37	1.06	5.9	1.49	6.5	6.0	ºÏ	357	6.0	1030.4	-	25	
2022/04/01 06:05:00	11.7	³²³²µ¿	167	9.38	0.91	5.6	1.16	5.0	6.7	ºÏ	7	6.0	1030.4	-	33	
2022/04/01 06:10:00	9.4	³²³²µ¿	168	9.40	0.87	5.8	1.18	5.5	6.9	ºÏºÏµ¿	15	6.0	1030.4	-	46	
2022/04/01 06:15:00	12.7	³²	173	9.39	0.89	6.0	1.10	6.0	5.9	ºÏ	10	5.7	1030.5	-	11	
2022/04/01 06:20:00	11.4	³²	172	9.40	0.86	5.9	1.27	5.0	5.2	ºÏºÏµ¿	12	5.7	1030.6	-	41	
2022/04/01 06:25:00	10.0	³²	171	9.42	0.83	6.0	1.02	6.5	4.6	ºÏºÏµ¿	15	5.5	1030.7	-	21	
2022/04/01 06:30:00	10.2	³²³²µ¿	149	9.45	1.04	5.7	1.77	6.0	4.4	ºÏ	349	5.6	1030.7	-	30	
2022/04/01 06:35:00	8.6	³²µ¿	143	9.48	0.92	5.9	1.28	6.0	3.1	ºÏ	355	5.6	1030.8	-	31	
2022/04/01 06:40:00	11.2	³²³²µ¿	155	9.47	1.01	6.0	1.26	5.5	2.9	ºÏ	354	5.7	1030.9	-	28	
2022/04/01 06:45:00	8.4	³²µ¿	141	9.48	0.84	5.8	1.17	6.0	2.6	ºÏºÏ¼­	347	5.7	1030.9	-	41	
2022/04/01 06:50:00	8.5	³²µ¿	140	9.50	0.91	5.9	1.36	6.0	2.2	ºÏ¼­	324	5.6	1031.0	-	49	
2022/04/01 06:55:00	8.7	³²³²µ¿	156	9.51	0.88	5.4	1.12	5.5	2.0	ºÏ¼­	306	5.5	1031.0	-	24	
2022/04/01 07:00:00	7.1	³²³²µ¿	163	9.50	1.06	6.1	1.32	6.5	2.4	¼­ºÏ¼­	284	5.6	1031.0	-	47	
2022/04/01 07:05:00	9.1	³²³²µ¿	148	9.51	1.03	5.8	1.53	5.5	1.6	¼­	271	5.5	1031.0	-	58	
2022/04/01 07:10:00	8.6	³²³²µ¿	153	9.52	0.90	5.8	1.23	5.5	1.9	¼­	280	5.5	1031.1	-	60	
2022/04/01 07:15:00	9.5	³²³²µ¿	167	9.50	0.78	5.6	1.16	5.5	0.9	ºÏ¼­	309	5.5	1031.1	-	43	
2022/04/01 07:20:00	8.3	³²³²µ¿	167	9.50	1.12	6.0	1.35	5.5	0.7	ºÏ¼­	306	5.4	1031.2	-	33	
2022/04/01 07:25:00	9.5	³²³²µ¿	151	9.50	0.88	5.7	1.06	5.5	1.2	¼­ºÏ¼­	302	5.5	1031.2	-	35	
2022/04/01 07:30:00	9.9	³²³²µ¿	160	9.48	0.72	6.0	0.97	6.0	1.9	¼­	273	5.5	1031.3	-	43	
2022/04/01 07:35:00	11.9	³²³²µ¿	163	9.48	0.98	5.6	1.37	5.5	2.4	¼­ºÏ¼­	287	5.5	1031.3	-	35	
2022/04/01 07:40:00	11.4	³²	179	9.47	0.77	5.3	1.15	5.5	2.2	¼­ºÏ¼­	296	5.5	1031.3	-	40	
2022/04/01 07:45:00	11.0	³²³²µ¿	165	9.48	0.87	5.5	1.18	5.5	1.2	¼­	277	5.4	1031.4	-	32	
2022/04/01 07:50:00	10.8	³²	177	9.50	0.94	6.0	1.41	5.5	2.1	¼­	268	5.3	1031.3	-	33	
2022/04/01 07:55:00	9.8	³²	174	9.47	0.72	5.3	1.00	4.5	3.0	¼­	269	5.4	1031.3	-	19	
2022/04/01 08:00:00	10.1	³²	178	9.48	1.06	6.1	1.59	6.0	3.0	¼­³²¼­	251	5.4	1031.3	-	15	
2022/04/01 08:05:00	12.1	³²	172	9.42	0.97	5.9	1.40	5.5	3.1	¼­³²¼­	250	5.5	1031.4	-	11	
2022/04/01 08:10:00	14.2	³²	180	9.44	0.90	5.3	1.08	5.5	3.2	¼­	260	5.4	1031.4	-	43	
2022/04/01 08:15:00	13.9	³²	173	9.41	0.86	6.0	1.27	5.5	3.3	¼­³²¼­	249	5.4	1031.5	-	7	
2022/04/01 08:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/04/01 08:25:00	12.5	³²	177	9.43	0.85	5.7	1.13	6.0	3.4	¼­³²¼­	257	5.4	1031.5	-	39	
2022/04/01 08:30:00	9.9	³²	188	9.45	0.81	5.9	1.03	6.0	3.6	¼­³²¼­	258	5.4	1031.6	-	18	
2022/04/01 08:35:00	11.2	³²	181	9.43	0.76	5.3	1.11	6.0	3.7	¼­³²¼­	248	5.4	1031.5	-	59	
2022/04/01 08:40:00	10.1	³²	178	9.44	0.87	5.8	1.23	6.0	3.5	¼­³²¼­	251	5.6	1031.5	-	56	
2022/04/01 08:45:00	10.1	³²	177	9.43	0.87	5.5	1.11	7.0	3.5	¼­	263	5.8	1031.6	-	97	
2022/04/01 08:50:00	9.5	³²	175	9.44	0.84	5.2	1.07	4.5	3.1	¼­	270	5.8	1031.7	-	2	
2022/04/01 08:55:00	6.4	³²	179	9.43	0.76	5.5	1.29	5.5	3.0	¼­	279	6.1	1031.8	-	32	
2022/04/01 09:00:00	10.0	³²³²µ¿	168	9.46	0.84	5.4	1.05	5.5	3.0	¼­ºÏ¼­	282	6.1	1031.9	-	56	
2022/04/01 09:05:00	11.2	³²	175	9.46	0.78	5.9	1.31	5.5	3.6	¼­ºÏ¼­	283	6.4	1031.9	-	17	
2022/04/01 09:10:00	8.2	³²	172	9.50	0.78	5.3	1.06	4.5	3.7	¼­ºÏ¼­	284	6.5	1031.9	-	67	
2022/04/01 09:15:00	10.4	³²³²µ¿	164	9.50	0.69	4.9	0.96	4.5	4.1	¼­ºÏ¼­	289	6.7	1032.0	-	265	
2022/04/01 09:20:00	9.3	³²³²µ¿	166	9.51	0.81	5.2	1.10	5.5	4.1	¼­ºÏ¼­	303	7.1	1032.0	-	21	
2022/04/01 09:25:00	7.9	³²³²µ¿	160	9.54	0.88	5.9	1.13	5.5	4.8	ºÏ¼­	312	7.1	1032.0	-	35	
2022/04/01 09:30:00	9.6	³²³²µ¿	158	9.55	0.97	5.4	1.55	5.5	4.9	ºÏ¼­	321	7.0	1031.9	-	45	
2022/04/01 09:35:00	7.7	³²³²µ¿	154	9.58	0.80	5.9	1.11	6.5	5.2	ºÏ¼­	322	7.2	1031.9	-	38	
2022/04/01 09:40:00	8.7	³²³²µ¿	164	9.59	0.85	5.2	1.08	4.5	5.5	ºÏ¼­	318	7.2	1031.9	-	67	
2022/04/01 09:45:00	10.5	³²µ¿	144	9.61	0.77	5.3	0.99	5.0	5.3	ºÏ¼­	324	7.2	1031.9	-	36	
2022/04/01 09:50:00	10.9	³²³²µ¿	163	9.61	0.75	5.5	1.19	5.5	5.6	ºÏ¼­	324	7.1	1032.0	-	26	
2022/04/01 09:55:00	7.7	³²	174	9.62	0.72	5.2	0.89	5.0	5.5	ºÏºÏ¼­	332	7.1	1031.9	-	53	
2022/04/01 10:00:00	11.0	³²³²µ¿	162	9.61	0.79	5.5	1.04	5.5	5.6	ºÏºÏ¼­	335	7.1	1032.0	-	34	
2022/04/01 10:05:00	10.0	³²³²µ¿	161	9.60	0.72	5.6	0.94	6.0	5.9	ºÏºÏ¼­	340	7.2	1032.0	-	28	
2022/04/01 10:10:00	6.8	³²³²µ¿	157	9.61	0.70	5.2	0.96	4.5	5.5	ºÏºÏ¼­	334	7.1	1032.0	-	136	
2022/04/01 10:15:00	-	-	-	-	0.00	0.0	0.00	0.0	5.5	ºÏºÏ¼­	339	7.1	1032.0	-	0	
2022/04/01 10:20:00	12.2	³²³²µ¿	160	9.63	0.79	5.6	1.10	6.5	5.9	ºÏºÏ¼­	335	7.2	1032.1	-	37	
2022/04/01 10:25:00	11.4	³²³²µ¿	164	9.65	0.72	5.1	0.99	5.5	6.1	ºÏºÏ¼­	341	7.2	1032.1	-	33	
2022/04/01 10:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/04/01 10:35:00	8.1	³²³²µ¿	158	9.66	0.78	5.3	1.21	4.5	6.3	ºÏºÏ¼­	345	7.4	1032.0	-	8	
2022/04/01 10:40:00	11.5	³²³²µ¿	153	9.68	0.88	5.6	1.23	6.0	6.1	ºÏºÏ¼­	341	7.5	1032.1	-	43	
2022/04/01 10:45:00	13.3	³²³²µ¿	161	9.69	0.89	5.7	1.14	5.5	6.0	ºÏºÏ¼­	346	7.5	1032.1	-	34	
2022/04/01 10:50:00	10.7	³²³²µ¿	166	9.69	0.90	5.2	1.23	5.5	5.7	ºÏºÏ¼­	348	7.6	1032.1	-	49	
2022/04/01 10:55:00	8.2	³²³²µ¿	168	9.69	0.79	5.4	1.12	5.0	6.1	ºÏ	352	7.6	1032.0	-	43	
2022/04/01 11:00:00	9.7	³²³²µ¿	153	9.68	0.82	5.2	1.10	5.5	5.7	ºÏ	5	7.7	1032.0	-	206	
2022/04/01 11:05:00	8.3	³²³²µ¿	160	9.68	0.83	5.1	1.24	4.5	5.9	ºÏ	4	7.7	1032.0	-	25	
2022/04/01 11:10:00	8.3	³²³²µ¿	160	9.69	0.78	5.6	1.04	5.5	5.8	ºÏ	357	7.8	1031.9	-	38	
2022/04/01 11:15:00	11.5	³²	171	9.68	0.76	5.1	1.09	4.0	5.5	ºÏ	0	7.9	1031.9	-	44	
2022/04/01 11:20:00	9.7	³²³²µ¿	168	9.69	0.82	5.4	1.15	5.5	5.7	ºÏ	355	7.8	1031.9	-	46	
2022/04/01 11:25:00	9.3	³²	169	9.68	0.82	5.0	0.98	5.0	5.6	ºÏ	355	7.8	1031.9	-	15	
2022/04/01 11:30:00	15.7	³²³²µ¿	166	9.68	0.74	4.6	1.15	4.5	5.7	ºÏ	358	7.8	1031.8	-	21	
2022/04/01 11:35:00	11.4	³²	175	9.69	0.86	4.9	1.18	5.0	5.5	ºÏ	6	7.8	1031.7	-	61	
2022/04/01 11:40:00	13.4	³²³²µ¿	167	9.68	0.74	4.9	1.08	4.5	5.6	ºÏ	354	7.9	1031.6	-	54	
2022/04/01 11:45:00	11.6	³²	177	9.69	0.83	4.6	1.22	5.0	5.2	ºÏ	9	7.9	1031.6	-	34	
2022/04/01 11:50:00	8.4	³²	188	9.71	0.77	5.5	1.09	4.5	5.0	ºÏ	8	7.9	1031.5	-	23	
2022/04/01 11:55:00	7.6	³²	180	9.73	0.68	4.8	0.95	6.0	5.2	ºÏ	3	8.0	1031.4	-	51	
2022/04/01 12:00:00	10.3	³²	176	9.76	0.76	5.3	1.23	5.5	5.1	ºÏºÏµ¿	14	7.9	1031.3	-	56	
2022/04/01 12:05:00	9.1	³²	174	9.77	0.81	5.4	1.00	4.5	4.9	ºÏºÏµ¿	12	8.0	1031.2	-	352	
2022/04/01 12:10:00	11.5	³²³²µ¿	164	9.77	0.77	4.7	1.13	4.5	5.0	ºÏºÏµ¿	21	8.0	1031.2	-	257	
2022/04/01 12:15:00	9.7	³²³²¼­	192	9.82	0.78	4.9	1.11	5.0	4.7	ºÏºÏµ¿	21	8.0	1031.2	-	119	
2022/04/01 12:20:00	6.9	³²	180	9.88	0.93	5.4	1.36	5.5	4.4	ºÏºÏµ¿	23	7.9	1031.1	-	38	
2022/04/01 12:25:00	8.1	³²	184	9.90	0.78	5.3	1.12	5.0	4.7	ºÏ	10	8.0	1031.0	-	97	
2022/04/01 12:30:00	8.4	³²	182	9.92	0.76	5.3	1.08	4.5	4.2	ºÏºÏµ¿	32	7.9	1031.0	-	48	
2022/04/01 12:35:00	8.8	³²	180	9.92	0.77	4.8	1.25	5.0	4.1	ºÏµ¿	38	8.0	1030.9	-	28	
2022/04/01 12:40:00	8.7	³²³²¼­	196	9.97	0.83	5.3	1.09	5.5	4.4	ºÏµ¿	37	8.0	1030.9	-	39	
2022/04/01 12:45:00	7.5	³²	191	9.98	0.77	5.1	1.04	4.5	4.4	ºÏºÏµ¿	21	8.0	1030.9	-	25	
2022/04/01 12:50:00	8.3	³²³²¼­	199	9.99	0.68	4.7	0.81	5.5	4.7	ºÏµ¿	38	8.0	1030.9	-	32	
2022/04/01 12:55:00	6.6	³²	188	9.99	0.78	5.0	1.23	4.5	4.0	ºÏµ¿	34	8.1	1030.9	-	48	
2022/04/01 13:00:00	8.0	³²	181	10.00	0.63	4.8	0.98	4.0	4.4	ºÏµ¿	43	8.1	1030.8	-	68	
2022/04/01 13:05:00	8.3	³²	182	10.00	0.67	4.7	0.85	4.5	3.9	ºÏµ¿	42	8.1	1030.7	-	69	
2022/04/01 13:10:00	5.1	³²³²¼­	200	10.00	0.87	4.7	1.14	5.5	4.0	ºÏµ¿	36	8.0	1030.7	-	268	
2022/04/01 13:15:00	6.9	³²³²¼­	201	10.04	0.84	5.0	1.16	5.0	3.7	ºÏµ¿	45	8.0	1030.7	-	30	
2022/04/01 13:20:00	6.1	³²	190	10.07	0.68	5.1	1.03	5.5	3.8	ºÏµ¿	37	8.1	1030.7	-	52	
2022/04/01 13:25:00	5.5	³²³²¼­	203	10.08	0.78	4.9	1.43	4.5	3.7	ºÏµ¿	40	8.2	1030.7	-	57	
2022/04/01 13:30:00	5.5	³²¼­	235	10.10	0.74	4.9	0.88	5.5	3.2	ºÏµ¿	43	8.2	1030.6	-	330	
2022/04/01 13:35:00	5.0	³²³²¼­	197	10.08	0.82	5.0	1.06	5.0	3.3	ºÏµ¿	41	8.2	1030.5	-	46	
2022/04/01 13:40:00	3.2	³²³²¼­	212	10.07	0.87	4.7	1.32	5.0	3.1	ºÏµ¿	48	8.0	1030.6	-	182	
2022/04/01 13:45:00	2.7	µ¿	98	9.95	0.72	5.0	0.96	5.0	2.8	ºÏµ¿	39	8.2	1030.5	-	17	
2022/04/01 13:50:00	0.6	³²¼­	215	10.02	0.66	4.8	0.80	6.0	3.6	µ¿ºÏµ¿	58	8.3	1030.4	-	24	
2022/04/01 13:55:00	6.2	µ¿	96	9.89	0.79	4.9	1.10	4.5	3.8	µ¿ºÏµ¿	69	8.0	1030.4	-	1	
2022/04/01 14:00:00	0.9	³²	183	9.98	0.70	4.2	1.07	5.0	3.4	ºÏµ¿	55	8.0	1030.3	-	353	
2022/04/01 14:05:00	2.8	µ¿	82	9.88	0.75	4.9	1.01	5.0	3.4	ºÏµ¿	43	8.1	1030.2	-	341	
2022/04/01 14:10:00	3.0	³²µ¿	127	9.98	0.59	4.9	0.78	4.0	3.4	µ¿ºÏµ¿	64	8.1	1030.2	-	115	
2022/04/01 14:15:00	3.1	³²³²µ¿	160	10.04	0.80	4.6	1.12	4.0	3.3	µ¿ºÏµ¿	61	7.9	1030.2	-	310	
2022/04/01 14:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/04/01 14:25:00	3.1	³²³²µ¿	162	10.03	0.74	5.0	0.90	5.0	3.3	µ¿ºÏµ¿	64	8.0	1030.0	-	47	
2022/04/01 14:30:00	2.2	µ¿³²µ¿	114	9.97	0.72	4.6	1.15	4.5	3.0	µ¿ºÏµ¿	73	8.2	1030.0	-	35	
2022/04/01 14:35:00	1.2	¼­³²¼­	258	10.05	0.64	4.9	0.92	4.0	3.2	µ¿ºÏµ¿	66	8.1	1029.9	-	84	
2022/04/01 14:40:00	1.9	³²¼­	222	10.00	0.84	4.8	1.09	5.0	2.9	µ¿ºÏµ¿	72	8.2	1029.8	-	71	
2022/04/01 14:45:00	0.8	³²³²¼­	208	10.00	0.70	4.5	1.02	5.0	3.4	µ¿ºÏµ¿	58	8.1	1029.8	-	29	
2022/04/01 14:50:00	4.7	¼­³²¼­	237	10.05	0.76	4.8	1.17	4.0	3.1	µ¿ºÏµ¿	67	7.9	1029.7	-	37	
2022/04/01 14:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/04/01 15:00:00	3.4	¼­³²¼­	238	10.07	0.78	4.6	1.15	5.0	3.0	µ¿ºÏµ¿	70	8.2	1029.7	-	36	
2022/04/01 15:05:00	4.4	¼­³²¼­	253	10.18	0.78	5.1	1.03	5.0	2.7	µ¿	79	8.3	1029.7	-	61	
2022/04/01 15:10:00	2.7	¼­	276	10.22	0.83	5.0	1.29	4.5	2.9	µ¿ºÏµ¿	75	8.4	1029.6	-	2	
